'Elapsed time','MCL1 ','III ','V ','ABP ','PAP ','PLETH ','RESP '
49.394,-0.39,-0.266,-0.506,81.5,23.375,-0.34,-0.188
49.396,-0.372,-0.257,-0.485,81.5,23.375,-0.34,-0.188
49.398,-0.354,-0.247,-0.465,81.5,23.375,-0.34,-0.188
49.4,-0.322,-0.232,-0.422,80.95,24.6,-0.362,-0.195
49.402,-0.289,-0.216,-0.38,80.95,24.6,-0.362,-0.195
49.404,-0.255,-0.197,-0.335,80.95,24.6,-0.362,-0.195
49.406,-0.22,-0.178,-0.29,80.95,24.6,-0.362,-0.195
49.408,-0.191,-0.157,-0.253,80.4,25.875,-0.365,-0.202
49.41,-0.162,-0.135,-0.215,80.4,25.875,-0.365,-0.202
49.412,-0.14,-0.116,-0.185,80.4,25.875,-0.365,-0.202
49.414,-0.117,-0.096,-0.156,80.4,25.875,-0.365,-0.202
49.416,-0.1,-0.079,-0.134,79.95,26.775,-0.387,-0.21
49.418,-0.082,-0.061,-0.111,79.95,26.775,-0.387,-0.21
49.42,-0.069,-0.045,-0.093,79.95,26.775,-0.387,-0.21
49.422,-0.055,-0.03,-0.075,79.95,26.775,-0.387,-0.21
49.424,-0.044,-0.018,-0.062,79.5,26.775,-0.408,-0.22
49.426,-0.034,-0.007,-0.049,79.5,26.775,-0.408,-0.22
49.428,-0.026,0.002,-0.04,79.5,26.775,-0.408,-0.22
49.43,-0.019,0.01,-0.03,79.5,26.775,-0.408,-0.22
49.432,-0.014,0.015,-0.023,79,25.875,-0.43,-0.23
49.434,-0.009,0.019,-0.016,79,25.875,-0.43,-0.23
49.436,-0.006,0.021,-0.012,79,25.875,-0.43,-0.23
49.438,-0.003,0.023,-0.008,79,25.875,-0.43,-0.23
49.44,-0.001,0.024,-0.004,78.55,24.775,-0.452,-0.24
49.442,0.001,0.025,-0.001,78.55,24.775,-0.452,-0.24
49.444,0.002,0.025,0.001,78.55,24.775,-0.452,-0.24
49.446,0.003,0.026,0.002,78.55,24.775,-0.452,-0.24
49.448,0.004,0.026,0.003,78.15,23.775,-0.469,-0.251
49.45,0.004,0.026,0.003,78.15,23.775,-0.469,-0.251
49.452,0.005,0.027,0.004,78.15,23.775,-0.469,-0.251
49.454,0.006,0.028,0.004,78.15,23.775,-0.469,-0.251
49.456,0.007,0.029,0.005,77.75,23.25,-0.488,-0.262
49.458,0.009,0.029,0.006,77.75,23.25,-0.488,-0.262
49.46,0.009,0.029,0.007,77.75,23.25,-0.488,-0.262
49.462,0.01,0.029,0.009,77.75,23.25,-0.488,-0.262
49.464,0.011,0.029,0.009,77.45,23.2,-0.508,-0.273
49.466,0.012,0.029,0.01,77.45,23.2,-0.508,-0.273
49.468,0.013,0.029,0.011,77.45,23.2,-0.508,-0.273
49.47,0.014,0.029,0.012,77.45,23.2,-0.508,-0.273
49.472,0.015,0.029,0.013,77.2,23.6,-0.524,-0.284
49.474,0.015,0.029,0.014,77.2,23.6,-0.524,-0.284
49.476,0.015,0.029,0.015,77.2,23.6,-0.524,-0.284
49.478,0.014,0.03,0.015,77.2,23.6,-0.524,-0.284
49.48,0.014,0.031,0.015,77.05,24.125,-0.539,-0.296
49.482,0.014,0.032,0.014,77.05,24.125,-0.539,-0.296
49.484,0.014,0.033,0.014,77.05,24.125,-0.539,-0.296
49.486,0.014,0.034,0.014,77.05,24.125,-0.539,-0.296
49.488,0.014,0.035,0.014,76.95,24.375,-0.553,-0.31
49.49,0.014,0.036,0.014,76.95,24.375,-0.553,-0.31
49.492,0.014,0.036,0.014,76.95,24.375,-0.553,-0.31
49.494,0.014,0.036,0.014,76.95,24.375,-0.553,-0.31
49.496,0.015,0.036,0.014,76.9,24.375,-0.562,-0.325
49.498,0.015,0.036,0.014,76.9,24.375,-0.562,-0.325
49.5,0.016,0.035,0.015,76.9,24.375,-0.562,-0.325
49.502,0.017,0.035,0.015,76.9,24.375,-0.562,-0.325
49.504,0.018,0.035,0.016,76.9,24.425,-0.572,-0.34
49.506,0.02,0.034,0.017,76.9,24.425,-0.572,-0.34
49.508,0.021,0.035,0.018,76.9,24.425,-0.572,-0.34
49.51,0.022,0.035,0.02,76.9,24.425,-0.572,-0.34
49.512,0.024,0.035,0.021,77.05,24.475,-0.581,-0.354
49.514,0.025,0.036,0.022,77.05,24.475,-0.581,-0.354
49.516,0.025,0.036,0.024,77.05,24.475,-0.581,-0.354
49.518,0.026,0.036,0.025,77.05,24.475,-0.581,-0.354
49.52,0.026,0.035,0.026,77.25,24.425,-0.588,-0.369
49.522,0.026,0.035,0.027,77.25,24.425,-0.588,-0.369
49.524,0.028,0.035,0.028,77.25,24.425,-0.588,-0.369
49.526,0.029,0.034,0.029,77.25,24.425,-0.588,-0.369
49.528,0.031,0.035,0.031,77.85,24.075,-0.59,-0.385
49.53,0.033,0.035,0.033,77.85,24.075,-0.59,-0.385
49.532,0.035,0.035,0.035,77.85,24.075,-0.59,-0.385
49.534,0.037,0.036,0.038,77.85,24.075,-0.59,-0.385
49.536,0.039,0.036,0.041,78.8,23.775,-0.59,-0.399
49.538,0.041,0.036,0.044,78.8,23.775,-0.59,-0.399
49.54,0.043,0.036,0.046,78.8,23.775,-0.59,-0.399
49.542,0.044,0.037,0.049,78.8,23.775,-0.59,-0.399
49.544,0.046,0.038,0.052,80.2,23.825,-0.588,-0.412
49.546,0.048,0.04,0.056,80.2,23.825,-0.588,-0.412
49.548,0.05,0.041,0.059,80.2,23.825,-0.588,-0.412
49.55,0.052,0.041,0.063,80.2,23.825,-0.588,-0.412
49.552,0.054,0.043,0.067,82.1,24.3,-0.586,-0.424
49.554,0.056,0.044,0.071,82.1,24.3,-0.586,-0.424
49.556,0.058,0.046,0.074,82.1,24.3,-0.586,-0.424
49.558,0.06,0.048,0.078,82.1,24.3,-0.586,-0.424
49.56,0.063,0.05,0.082,84.65,25.175,-0.581,-0.435
49.562,0.066,0.051,0.086,84.65,25.175,-0.581,-0.435
49.564,0.069,0.052,0.089,84.65,25.175,-0.581,-0.435
49.566,0.072,0.053,0.093,84.65,25.175,-0.581,-0.435
49.568,0.074,0.053,0.096,87.65,26.35,-0.572,-0.446
49.57,0.077,0.054,0.099,87.65,26.35,-0.572,-0.446
49.572,0.079,0.054,0.101,87.65,26.35,-0.572,-0.446
49.574,0.081,0.055,0.103,87.65,26.35,-0.572,-0.446
49.576,0.082,0.055,0.105,90.9,27.65,-0.557,-0.455
49.578,0.082,0.055,0.107,90.9,27.65,-0.557,-0.455
49.58,0.082,0.055,0.108,90.9,27.65,-0.557,-0.455
49.582,0.082,0.055,0.109,90.9,27.65,-0.557,-0.455
49.584,0.082,0.055,0.11,94.3,29,-0.539,-0.463
49.586,0.081,0.055,0.11,94.3,29,-0.539,-0.463
49.588,0.081,0.054,0.11,94.3,29,-0.539,-0.463
49.59,0.08,0.054,0.109,94.3,29,-0.539,-0.463
49.592,0.08,0.053,0.108,97.85,30.225,-0.513,-0.469
49.594,0.08,0.052,0.107,97.85,30.225,-0.513,-0.469
49.596,0.08,0.051,0.104,97.85,30.225,-0.513,-0.469
49.598,0.079,0.05,0.102,97.85,30.225,-0.513,-0.469
49.6,0.077,0.05,0.1,101.35,31.275,-0.483,-0.476
49.602,0.076,0.05,0.097,101.35,31.275,-0.483,-0.476
49.604,0.074,0.049,0.095,101.35,31.275,-0.483,-0.476
49.606,0.072,0.047,0.093,101.35,31.275,-0.483,-0.476
49.608,0.07,0.045,0.089,104.6,32.1,-0.442,-0.483
49.61,0.068,0.043,0.086,104.6,32.1,-0.442,-0.483
49.612,0.066,0.041,0.082,104.6,32.1,-0.442,-0.483
49.614,0.064,0.039,0.078,104.6,32.1,-0.442,-0.483
49.616,0.06,0.037,0.074,107.55,32.575,-0.389,-0.49
49.618,0.057,0.035,0.07,107.55,32.575,-0.389,-0.49
49.62,0.053,0.034,0.066,107.55,32.575,-0.389,-0.49
49.622,0.05,0.032,0.061,107.55,32.575,-0.389,-0.49
49.624,0.046,0.03,0.057,110,32.75,-0.331,-0.497
49.626,0.042,0.028,0.052,110,32.75,-0.331,-0.497
49.628,0.038,0.027,0.046,110,32.75,-0.331,-0.497
49.63,0.034,0.026,0.041,110,32.75,-0.331,-0.497
49.632,0.031,0.025,0.035,111.85,32.5,-0.261,-0.504
49.634,0.028,0.024,0.03,111.85,32.5,-0.261,-0.504
49.636,0.025,0.023,0.025,111.85,32.5,-0.261,-0.504
49.638,0.023,0.022,0.02,111.85,32.5,-0.261,-0.504
49.64,0.02,0.021,0.017,112.95,32.05,-0.184,-0.51
49.642,0.017,0.021,0.013,112.95,32.05,-0.184,-0.51
49.644,0.013,0.019,0.011,112.95,32.05,-0.184,-0.51
49.646,0.009,0.018,0.009,112.95,32.05,-0.184,-0.51
49.648,0.005,0.015,0.005,113.35,31.225,-0.102,-0.516
49.65,0.002,0.013,0.002,113.35,31.225,-0.102,-0.516
49.652,-0.001,0.011,-0.002,113.35,31.225,-0.102,-0.516
49.654,-0.003,0.01,-0.006,113.35,31.225,-0.102,-0.516
49.656,-0.005,0.009,-0.009,113.2,30.275,-0.015,-0.52
49.658,-0.008,0.007,-0.013,113.2,30.275,-0.015,-0.52
49.66,-0.011,0.006,-0.016,113.2,30.275,-0.015,-0.52
49.662,-0.013,0.005,-0.019,113.2,30.275,-0.015,-0.52
49.664,-0.015,0.004,-0.021,112.3,29.225,0.07,-0.525
49.666,-0.016,0.004,-0.024,112.3,29.225,0.07,-0.525
49.668,-0.018,0.003,-0.027,112.3,29.225,0.07,-0.525
49.67,-0.019,0.002,-0.03,112.3,29.225,0.07,-0.525
49.672,-0.021,0.001,-0.032,110.9,28,0.152,-0.531
49.674,-0.022,-0.001,-0.033,110.9,28,0.152,-0.531
49.676,-0.023,-0.003,-0.034,110.9,28,0.152,-0.531
49.678,-0.024,-0.005,-0.035,110.9,28,0.152,-0.531
49.68,-0.025,-0.006,-0.035,108.9,26.525,0.226,-0.538
49.682,-0.027,-0.007,-0.036,108.9,26.525,0.226,-0.538
49.684,-0.028,-0.007,-0.037,108.9,26.525,0.226,-0.538
49.686,-0.029,-0.008,-0.038,108.9,26.525,0.226,-0.538
49.688,-0.029,-0.008,-0.038,106.4,25,0.293,-0.546
49.69,-0.03,-0.008,-0.039,106.4,25,0.293,-0.546
49.692,-0.03,-0.007,-0.039,106.4,25,0.293,-0.546
49.694,-0.03,-0.007,-0.039,106.4,25,0.293,-0.546
49.696,-0.029,-0.007,-0.039,103.55,23.425,0.347,-0.553
49.698,-0.029,-0.008,-0.039,103.55,23.425,0.347,-0.553
49.7,-0.028,-0.009,-0.038,103.55,23.425,0.347,-0.553
49.702,-0.027,-0.01,-0.038,103.55,23.425,0.347,-0.553
49.704,-0.026,-0.009,-0.037,100.4,22.025,0.385,-0.56
49.706,-0.025,-0.008,-0.036,100.4,22.025,0.385,-0.56
49.708,-0.025,-0.007,-0.035,100.4,22.025,0.385,-0.56
49.71,-0.025,-0.007,-0.034,100.4,22.025,0.385,-0.56
49.712,-0.024,-0.006,-0.033,97,20.675,0.412,-0.567
49.714,-0.022,-0.006,-0.032,97,20.675,0.412,-0.567
49.716,-0.021,-0.005,-0.031,97,20.675,0.412,-0.567
49.718,-0.019,-0.005,-0.03,97,20.675,0.412,-0.567
49.72,-0.018,-0.004,-0.029,93.55,19.55,0.427,-0.574
49.722,-0.018,-0.003,-0.029,93.55,19.55,0.427,-0.574
49.724,-0.018,-0.002,-0.029,93.55,19.55,0.427,-0.574
49.726,-0.018,-0.001,-0.029,93.55,19.55,0.427,-0.574
49.728,-0.017,0,-0.028,90.35,18.975,0.423,-0.579
49.73,-0.016,0.001,-0.027,90.35,18.975,0.423,-0.579
49.732,-0.015,0.002,-0.025,90.35,18.975,0.423,-0.579
49.734,-0.014,0.003,-0.024,90.35,18.975,0.423,-0.579
49.736,-0.013,0.004,-0.024,87.5,19.375,0.408,-0.584
49.738,-0.011,0.004,-0.023,87.5,19.375,0.408,-0.584
49.74,-0.011,0.005,-0.022,87.5,19.375,0.408,-0.584
49.742,-0.01,0.006,-0.021,87.5,19.375,0.408,-0.584
49.744,-0.009,0.008,-0.019,85.25,21.075,0.382,-0.588
49.746,-0.008,0.01,-0.018,85.25,21.075,0.382,-0.588
49.748,-0.007,0.013,-0.015,85.25,21.075,0.382,-0.588
49.75,-0.006,0.015,-0.013,85.25,21.075,0.382,-0.588
49.752,-0.004,0.019,-0.009,83.45,23.725,0.342,-0.591
49.754,-0.002,0.024,-0.006,83.45,23.725,0.342,-0.591
49.756,0.001,0.03,-0.004,83.45,23.725,0.342,-0.591
49.758,0.003,0.036,-0.001,83.45,23.725,0.342,-0.591
49.76,0.005,0.043,0,82.2,26.7,0.289,-0.595
49.762,0.008,0.049,0.001,82.2,26.7,0.289,-0.595
49.764,0.01,0.055,0.002,82.2,26.7,0.289,-0.595
49.766,0.012,0.061,0.003,82.2,26.7,0.289,-0.595
49.768,0.013,0.067,0.004,81.3,29.175,0.234,-0.599
49.77,0.015,0.072,0.004,81.3,29.175,0.234,-0.599
49.772,0.017,0.077,0.005,81.3,29.175,0.234,-0.599
49.774,0.018,0.083,0.006,81.3,29.175,0.234,-0.599
49.776,0.019,0.09,0.007,80.9,30.8,0.168,-0.605
49.778,0.021,0.097,0.009,80.9,30.8,0.168,-0.605
49.78,0.023,0.103,0.01,80.9,30.8,0.168,-0.605
49.782,0.025,0.11,0.011,80.9,30.8,0.168,-0.605
49.784,0.028,0.116,0.013,80.85,31.5,0.098,-0.611
49.786,0.03,0.121,0.014,80.85,31.5,0.098,-0.611
49.788,0.032,0.124,0.015,80.85,31.5,0.098,-0.611
49.79,0.033,0.128,0.015,80.85,31.5,0.098,-0.611
49.792,0.034,0.127,0.015,81.15,31.275,0.027,-0.618
49.794,0.035,0.126,0.014,81.15,31.275,0.027,-0.618
49.796,0.034,0.122,0.014,81.15,31.275,0.027,-0.618
49.798,0.032,0.118,0.014,81.15,31.275,0.027,-0.618
49.8,0.03,0.111,0.014,81.75,30.4,-0.047,-0.623
49.802,0.028,0.104,0.014,81.75,30.4,-0.047,-0.623
49.804,0.026,0.098,0.013,81.75,30.4,-0.047,-0.623
49.806,0.025,0.091,0.013,81.75,30.4,-0.047,-0.623
49.808,0.023,0.084,0.012,82.6,29.05,-0.114,-0.627
49.81,0.021,0.077,0.011,82.6,29.05,-0.114,-0.627
49.812,0.019,0.07,0.01,82.6,29.05,-0.114,-0.627
49.814,0.017,0.063,0.009,82.6,29.05,-0.114,-0.627
49.816,0.015,0.057,0.007,83.6,27.4,-0.175,-0.631
49.818,0.013,0.051,0.006,83.6,27.4,-0.175,-0.631
49.82,0.011,0.046,0.003,83.6,27.4,-0.175,-0.631
49.822,0.009,0.041,-0.001,83.6,27.4,-0.175,-0.631
49.824,0.006,0.035,-0.004,84.6,25.6,-0.228,-0.634
49.826,0.003,0.03,-0.006,84.6,25.6,-0.228,-0.634
49.828,0,0.025,-0.009,84.6,25.6,-0.228,-0.634
49.83,-0.003,0.021,-0.012,84.6,25.6,-0.228,-0.634
49.832,-0.006,0.018,-0.015,85.5,23.65,-0.272,-0.638
49.834,-0.009,0.015,-0.019,85.5,23.65,-0.272,-0.638
49.836,-0.013,0.013,-0.021,85.5,23.65,-0.272,-0.638
49.838,-0.016,0.01,-0.023,85.5,23.65,-0.272,-0.638
49.84,-0.018,0.008,-0.025,86.4,21.95,-0.302,-0.642
49.842,-0.019,0.006,-0.026,86.4,21.95,-0.302,-0.642
49.844,-0.019,0.004,-0.026,86.4,21.95,-0.302,-0.642
49.846,-0.019,0.002,-0.027,86.4,21.95,-0.302,-0.642
49.848,-0.019,0.001,-0.027,87.05,20.425,-0.324,-0.646
49.85,-0.02,-0.001,-0.027,87.05,20.425,-0.324,-0.646
49.852,-0.021,-0.003,-0.028,87.05,20.425,-0.324,-0.646
49.854,-0.023,-0.005,-0.029,87.05,20.425,-0.324,-0.646
49.856,-0.024,-0.006,-0.029,87.55,19.275,-0.333,-0.651
49.858,-0.025,-0.007,-0.03,87.55,19.275,-0.333,-0.651
49.86,-0.026,-0.007,-0.03,87.55,19.275,-0.333,-0.651
49.862,-0.027,-0.008,-0.03,87.55,19.275,-0.333,-0.651
49.864,-0.026,-0.008,-0.03,87.8,18.5,-0.335,-0.654
49.866,-0.026,-0.008,-0.03,87.8,18.5,-0.335,-0.654
49.868,-0.025,-0.007,-0.03,87.8,18.5,-0.335,-0.654
49.87,-0.025,-0.007,-0.03,87.8,18.5,-0.335,-0.654
49.872,-0.024,-0.007,-0.03,87.9,18.1,-0.326,-0.657
49.874,-0.023,-0.007,-0.03,87.9,18.1,-0.326,-0.657
49.876,-0.022,-0.007,-0.029,87.9,18.1,-0.326,-0.657
49.878,-0.021,-0.008,-0.029,87.9,18.1,-0.326,-0.657
49.88,-0.02,-0.008,-0.028,87.9,18.1,-0.313,-0.659
49.882,-0.019,-0.008,-0.027,87.9,18.1,-0.313,-0.659
49.884,-0.018,-0.007,-0.026,87.9,18.1,-0.313,-0.659
49.886,-0.018,-0.007,-0.025,87.9,18.1,-0.313,-0.659
49.888,-0.018,-0.007,-0.025,87.7,18.275,-0.298,-0.66
49.89,-0.019,-0.007,-0.026,87.7,18.275,-0.298,-0.66
49.892,-0.019,-0.008,-0.026,87.7,18.275,-0.298,-0.66
49.894,-0.019,-0.009,-0.026,87.7,18.275,-0.298,-0.66
49.896,-0.019,-0.01,-0.026,87.4,18.625,-0.282,-0.661
49.898,-0.019,-0.011,-0.026,87.4,18.625,-0.282,-0.661
49.9,-0.019,-0.011,-0.026,87.4,18.625,-0.282,-0.661
49.902,-0.02,-0.012,-0.026,87.4,18.625,-0.282,-0.661
49.904,-0.021,-0.013,-0.026,86.95,18.975,-0.266,-0.662
49.906,-0.021,-0.015,-0.026,86.95,18.975,-0.266,-0.662
49.908,-0.02,-0.015,-0.025,86.95,18.975,-0.266,-0.662
49.91,-0.019,-0.015,-0.025,86.95,18.975,-0.266,-0.662
49.912,-0.018,-0.015,-0.024,86.35,19.325,-0.252,-0.662
49.914,-0.017,-0.014,-0.022,86.35,19.325,-0.252,-0.662
49.916,-0.015,-0.011,-0.019,86.35,19.325,-0.252,-0.662
49.918,-0.014,-0.009,-0.017,86.35,19.325,-0.252,-0.662
49.92,-0.009,-0.004,-0.011,85.75,19.55,-0.222,-0.662
49.922,-0.004,0,-0.005,85.75,19.55,-0.222,-0.662
49.924,0.004,0.004,0.007,85.75,19.55,-0.222,-0.662
49.926,0.011,0.009,0.02,85.75,19.55,-0.222,-0.662
49.928,0.023,0.011,0.04,85.15,19.625,-0.214,-0.661
49.93,0.035,0.012,0.059,85.15,19.625,-0.214,-0.661
49.932,0.051,0.006,0.084,85.15,19.625,-0.214,-0.661
49.934,0.066,0.001,0.109,85.15,19.625,-0.214,-0.661
49.936,0.084,-0.011,0.137,84.6,19.5,-0.211,-0.661
49.938,0.101,-0.022,0.165,84.6,19.5,-0.211,-0.661
49.94,0.118,-0.037,0.192,84.6,19.5,-0.211,-0.661
49.942,0.135,-0.053,0.218,84.6,19.5,-0.211,-0.661
49.944,0.148,-0.069,0.24,84.05,19.45,-0.212,-0.66
49.946,0.161,-0.084,0.262,84.05,19.45,-0.212,-0.66
49.948,0.17,-0.098,0.281,84.05,19.45,-0.212,-0.66
49.95,0.179,-0.112,0.299,84.05,19.45,-0.212,-0.66
49.952,0.182,-0.126,0.312,83.45,19.55,-0.22,-0.659
49.954,0.185,-0.139,0.325,83.45,19.55,-0.22,-0.659
49.956,0.181,-0.152,0.328,83.45,19.55,-0.22,-0.659
49.958,0.177,-0.166,0.331,83.45,19.55,-0.22,-0.659
49.96,0.161,-0.179,0.315,82.85,19.975,-0.231,-0.658
49.962,0.144,-0.193,0.298,82.85,19.975,-0.231,-0.658
49.964,0.108,-0.205,0.251,82.85,19.975,-0.231,-0.658
49.966,0.072,-0.218,0.204,82.85,19.975,-0.231,-0.658
49.968,0.015,-0.228,0.121,82.1,20.425,-0.243,-0.656
49.97,-0.041,-0.238,0.039,82.1,20.425,-0.243,-0.656
49.972,-0.109,-0.245,-0.063,82.1,20.425,-0.243,-0.656
49.974,-0.177,-0.252,-0.165,82.1,20.425,-0.243,-0.656
49.976,-0.238,-0.257,-0.258,81.5,21.15,-0.258,-0.655
49.978,-0.299,-0.261,-0.35,81.5,21.15,-0.258,-0.655
49.98,-0.335,-0.262,-0.406,81.5,21.15,-0.258,-0.655
49.982,-0.371,-0.263,-0.463,81.5,21.15,-0.258,-0.655
49.984,-0.376,-0.26,-0.474,80.85,22.2,-0.278,-0.653
49.986,-0.38,-0.256,-0.486,80.85,22.2,-0.278,-0.653
49.988,-0.358,-0.246,-0.461,80.85,22.2,-0.278,-0.653
49.99,-0.336,-0.237,-0.435,80.85,22.2,-0.278,-0.653
49.992,-0.302,-0.221,-0.392,80.25,23.65,-0.298,-0.652
49.994,-0.268,-0.204,-0.349,80.25,23.65,-0.298,-0.652
49.996,-0.234,-0.184,-0.306,80.25,23.65,-0.298,-0.652
49.998,-0.199,-0.164,-0.264,80.25,23.65,-0.298,-0.652
50,-0.171,-0.143,-0.23,79.8,25.125,-0.32,-0.652
50.002,-0.143,-0.122,-0.195,79.8,25.125,-0.32,-0.652
50.004,-0.121,-0.101,-0.168,79.8,25.125,-0.32,-0.652
50.006,-0.1,-0.079,-0.141,79.8,25.125,-0.32,-0.652
50.008,-0.084,-0.06,-0.119,79.3,26.125,-0.342,-0.652
50.01,-0.068,-0.041,-0.098,79.3,26.125,-0.342,-0.652
50.012,-0.055,-0.027,-0.081,79.3,26.125,-0.342,-0.652
50.014,-0.042,-0.013,-0.063,79.3,26.125,-0.342,-0.652
50.016,-0.033,-0.004,-0.051,78.85,26.35,-0.365,-0.652
50.018,-0.023,0.006,-0.039,78.85,26.35,-0.365,-0.652
50.02,-0.017,0.011,-0.031,78.85,26.35,-0.365,-0.652
50.022,-0.011,0.017,-0.023,78.85,26.35,-0.365,-0.652
50.024,-0.007,0.02,-0.018,78.45,25.875,-0.384,-0.654
50.026,-0.004,0.023,-0.013,78.45,25.875,-0.384,-0.654
50.028,-0.002,0.025,-0.009,78.45,25.875,-0.384,-0.654
50.03,0.001,0.026,-0.006,78.45,25.875,-0.384,-0.654
50.032,0.003,0.028,-0.003,78.1,25,-0.406,-0.656
50.034,0.005,0.03,0,78.1,25,-0.406,-0.656
50.036,0.006,0.031,0.003,78.1,25,-0.406,-0.656
50.038,0.008,0.032,0.005,78.1,25,-0.406,-0.656
50.04,0.009,0.033,0.008,77.75,24.25,-0.425,-0.659
50.042,0.011,0.033,0.011,77.75,24.25,-0.425,-0.659
50.044,0.013,0.034,0.013,77.75,24.25,-0.425,-0.659
50.046,0.014,0.034,0.014,77.75,24.25,-0.425,-0.659
50.048,0.015,0.035,0.015,77.4,23.725,-0.444,-0.663
50.05,0.015,0.035,0.015,77.4,23.725,-0.444,-0.663
50.052,0.015,0.035,0.015,77.4,23.725,-0.444,-0.663
50.054,0.014,0.036,0.014,77.4,23.725,-0.444,-0.663
50.056,0.014,0.036,0.014,77.1,23.65,-0.462,-0.668
50.058,0.014,0.036,0.014,77.1,23.65,-0.462,-0.668
50.06,0.014,0.036,0.014,77.1,23.65,-0.462,-0.668
50.062,0.014,0.036,0.014,77.1,23.65,-0.462,-0.668
50.064,0.014,0.036,0.014,76.85,24.075,-0.476,-0.675
50.066,0.014,0.036,0.014,76.85,24.075,-0.476,-0.675
50.068,0.015,0.036,0.014,76.85,24.075,-0.476,-0.675
50.07,0.015,0.037,0.014,76.85,24.075,-0.476,-0.675
50.072,0.016,0.038,0.014,76.65,24.425,-0.492,-0.683
50.074,0.017,0.04,0.014,76.65,24.425,-0.492,-0.683
50.076,0.018,0.04,0.014,76.65,24.425,-0.492,-0.683
50.078,0.02,0.04,0.014,76.65,24.425,-0.492,-0.683
50.08,0.021,0.04,0.015,76.6,24.425,-0.503,-0.692
50.082,0.021,0.04,0.015,76.6,24.425,-0.503,-0.692
50.084,0.022,0.04,0.016,76.6,24.425,-0.503,-0.692
50.086,0.023,0.04,0.017,76.6,24.425,-0.503,-0.692
50.088,0.024,0.04,0.018,76.6,24.125,-0.514,-0.699
50.09,0.025,0.039,0.02,76.6,24.125,-0.514,-0.699
50.092,0.025,0.038,0.021,76.6,24.125,-0.514,-0.699
50.094,0.026,0.037,0.022,76.6,24.125,-0.514,-0.699
50.096,0.026,0.037,0.024,76.6,23.825,-0.521,-0.706
50.098,0.026,0.037,0.026,76.6,23.825,-0.521,-0.706
50.1,0.028,0.038,0.028,76.6,23.825,-0.521,-0.706
50.102,0.029,0.039,0.03,76.6,23.825,-0.521,-0.706
50.104,0.03,0.041,0.031,76.65,23.6,-0.53,-0.712
50.106,0.032,0.042,0.032,76.65,23.6,-0.53,-0.712
50.108,0.033,0.044,0.033,76.65,23.6,-0.53,-0.712
50.11,0.034,0.046,0.034,76.65,23.6,-0.53,-0.712
50.112,0.035,0.047,0.035,76.9,23.125,-0.536,-0.718
50.114,0.037,0.048,0.037,76.9,23.125,-0.536,-0.718
50.116,0.039,0.048,0.039,76.9,23.125,-0.536,-0.718
50.118,0.041,0.047,0.041,76.9,23.125,-0.536,-0.718
50.12,0.042,0.048,0.043,77.45,22.6,-0.536,-0.724
50.122,0.043,0.048,0.044,77.45,22.6,-0.536,-0.724
50.124,0.044,0.049,0.046,77.45,22.6,-0.536,-0.724
50.126,0.045,0.05,0.048,77.45,22.6,-0.536,-0.724
50.128,0.046,0.051,0.051,78.45,22.25,-0.538,-0.731
50.13,0.048,0.053,0.053,78.45,22.25,-0.538,-0.731
50.132,0.05,0.054,0.057,78.45,22.25,-0.538,-0.731
50.134,0.051,0.055,0.06,78.45,22.25,-0.538,-0.731
50.136,0.053,0.057,0.064,79.95,22.375,-0.534,-0.739
50.138,0.056,0.058,0.067,79.95,22.375,-0.534,-0.739
50.14,0.058,0.059,0.071,79.95,22.375,-0.534,-0.739
50.142,0.059,0.06,0.075,79.95,22.375,-0.534,-0.739
50.144,0.061,0.06,0.078,82.05,23.075,-0.53,-0.746
50.146,0.064,0.06,0.081,82.05,23.075,-0.53,-0.746
50.148,0.067,0.059,0.083,82.05,23.075,-0.53,-0.746
50.15,0.069,0.059,0.085,82.05,23.075,-0.53,-0.746
50.152,0.071,0.058,0.086,84.65,24.175,-0.525,-0.751
50.154,0.074,0.057,0.088,84.65,24.175,-0.525,-0.751
50.156,0.075,0.057,0.09,84.65,24.175,-0.525,-0.751
50.158,0.077,0.056,0.092,84.65,24.175,-0.525,-0.751
50.16,0.079,0.057,0.093,87.7,25.65,-0.516,-0.757
50.162,0.081,0.057,0.095,87.7,25.65,-0.516,-0.757
50.164,0.083,0.059,0.096,87.7,25.65,-0.516,-0.757
50.166,0.085,0.06,0.096,87.7,25.65,-0.516,-0.757
50.168,0.086,0.06,0.097,91.1,27.225,-0.499,-0.762
50.17,0.087,0.061,0.098,91.1,27.225,-0.499,-0.762
50.172,0.087,0.061,0.099,91.1,27.225,-0.499,-0.762
50.174,0.088,0.062,0.1,91.1,27.225,-0.499,-0.762
50.176,0.088,0.061,0.1,94.65,28.825,-0.481,-0.766
50.178,0.088,0.061,0.1,94.65,28.825,-0.481,-0.766
50.18,0.087,0.06,0.099,94.65,28.825,-0.481,-0.766
50.182,0.087,0.059,0.098,94.65,28.825,-0.481,-0.766
50.184,0.086,0.059,0.096,98.3,30.225,-0.456,-0.769
50.186,0.084,0.058,0.093,98.3,30.225,-0.456,-0.769
50.188,0.082,0.059,0.09,98.3,30.225,-0.456,-0.769
50.19,0.08,0.059,0.087,98.3,30.225,-0.456,-0.769
50.192,0.079,0.06,0.084,101.75,31.325,-0.423,-0.773
50.194,0.078,0.061,0.081,101.75,31.325,-0.423,-0.773
